,model,threshold,id_sim,num_agents,efficiency,entropy,attendance,inequality
0,MFP,0.5,8bba5a12-5a52-11ef-9242-beb3bfa57af2,4,0.27380952380952384,0.7186233678265088,0.4880952380952381,0.12523598284174206
1,MFP,0.5,8c12a01e-5a52-11ef-9242-beb3bfa57af2,4,0.38095238095238093,0.36297690376785163,0.5238095238095238,0.35208052401299733
2,MFP,0.5,8c5deaf6-5a52-11ef-9242-beb3bfa57af2,4,0.4166666666666667,0.34075207783562894,0.4880952380952381,0.401009685608247
3,MFP,0.5,8ca17d66-5a52-11ef-9242-beb3bfa57af2,4,0.42857142857142855,0.36297690376785163,0.5,0.35208052401299733
4,MFP,0.5,8cf46936-5a52-11ef-9242-beb3bfa57af2,4,0.38095238095238093,0.22323568544164518,0.5238095238095238,0.44839513942303283
5,MFP,0.5,8d3dc48c-5a52-11ef-9242-beb3bfa57af2,4,0.5,-0.0,0.5,0.5773502691896257
6,MFP,0.5,8da15c4a-5a52-11ef-9242-beb3bfa57af2,4,0.16666666666666666,0.7764180460678582,0.5238095238095238,0.11983864182969443
7,MFP,0.5,8de446ea-5a52-11ef-9242-beb3bfa57af2,4,0.4166666666666667,0.5383228079726201,0.4880952380952381,0.2676145285728153
8,MFP,0.5,8e39ea3c-5a52-11ef-9242-beb3bfa57af2,4,0.30952380952380953,0.578418826475604,0.5238095238095238,0.25936721648203476
9,MFP,0.5,8e7ea0e6-5a52-11ef-9242-beb3bfa57af2,4,0.2976190476190476,0.5752680823507182,0.5119047619047619,0.1839147654961344
10,MFP,0.5,8ec0c782-5a52-11ef-9242-beb3bfa57af2,4,0.36904761904761907,0.47273024839729955,0.5119047619047619,0.07142857142857142
11,MFP,0.5,8f09522c-5a52-11ef-9242-beb3bfa57af2,4,0.36904761904761907,0.5383228079726202,0.5119047619047619,0.31676511180119216
12,MFP,0.5,8f4f4098-5a52-11ef-9242-beb3bfa57af2,4,0.30952380952380953,0.5667794689912294,0.5238095238095238,0.11335600680226744
13,MFP,0.5,8f91357a-5a52-11ef-9242-beb3bfa57af2,4,0.44047619047619047,0.3071440950072229,0.5119047619047619,0.3696232070538101
14,MFP,0.5,8fd3ab62-5a52-11ef-9242-beb3bfa57af2,4,0.36904761904761907,0.669815445563296,0.5119047619047619,0.12523598284174206
15,MFP,0.5,90162f6e-5a52-11ef-9242-beb3bfa57af2,4,0.44047619047619047,0.06904885691198477,0.5119047619047619,0.5364633211467044
16,MFP,0.5,905a3ac4-5a52-11ef-9242-beb3bfa57af2,4,0.44047619047619047,0.44554669006214964,0.5119047619047619,0.3119562540798976
17,MFP,0.5,909cd384-5a52-11ef-9242-beb3bfa57af2,4,0.38095238095238093,0.22323568544164518,0.5238095238095238,0.4416008807378906
18,MFP,0.5,90fb75b0-5a52-11ef-9242-beb3bfa57af2,4,0.32142857142857145,0.14791819464558187,0.5357142857142857,0.45736601695948925
19,MFP,0.5,914f985c-5a52-11ef-9242-beb3bfa57af2,4,0.36904761904761907,0.6556834097574261,0.5119047619047619,0.23449661432847865
20,MFP,0.5,91ad80f2-5a52-11ef-9242-beb3bfa57af2,4,0.38095238095238093,0.2557592663832202,0.5238095238095238,0.41695001703376816
21,MFP,0.5,91f93baa-5a52-11ef-9242-beb3bfa57af2,4,0.23809523809523808,0.6979645881418709,0.5238095238095238,0.038880789567986955
22,MFP,0.5,926a333c-5a52-11ef-9242-beb3bfa57af2,4,0.2619047619047619,0.47839188182552017,0.5476190476190477,0.2534717368677986
23,MFP,0.5,92c2b87c-5a52-11ef-9242-beb3bfa57af2,4,0.32142857142857145,0.3528012731455499,0.5357142857142857,0.3797102766319265
24,MFP,0.5,93160f9a-5a52-11ef-9242-beb3bfa57af2,4,0.44047619047619047,0.545239333102461,0.5119047619047619,0.2142857142857143
25,MFP,0.5,9363061a-5a52-11ef-9242-beb3bfa57af2,4,0.44047619047619047,0.44554669006214964,0.5119047619047619,0.18391476549613442
26,MFP,0.5,93ad25e2-5a52-11ef-9242-beb3bfa57af2,4,0.34523809523809523,0.7264212491604802,0.5119047619047619,0.199678501990621
27,MFP,0.5,93f25b94-5a52-11ef-9242-beb3bfa57af2,4,0.20238095238095238,0.6858270880388486,0.5595238095238095,0.16666666666666666
28,MFP,0.5,9435a746-5a52-11ef-9242-beb3bfa57af2,4,0.5,-0.0,0.5,0.5773502691896257
29,MFP,0.5,9478be6e-5a52-11ef-9242-beb3bfa57af2,4,0.32142857142857145,0.3950001887189565,0.5357142857142857,0.3330497660056712
30,MFP,0.5,94c1c15e-5a52-11ef-9242-beb3bfa57af2,4,0.35714285714285715,0.7171269747423091,0.5,0.16265001215808886
31,MFP,0.5,9503b53c-5a52-11ef-9242-beb3bfa57af2,4,0.42857142857142855,0.3629769037678516,0.5,0.33219761168978335
32,MFP,0.5,9548039a-5a52-11ef-9242-beb3bfa57af2,4,0.32142857142857145,0.5028412604565948,0.5357142857142857,0.2813825063688228
33,MFP,0.5,958af93e-5a52-11ef-9242-beb3bfa57af2,4,0.30952380952380953,0.6788022015414327,0.5238095238095238,0.06147592613027645
34,MFP,0.5,95dfa59c-5a52-11ef-9242-beb3bfa57af2,4,0.27380952380952384,0.679991076185598,0.4880952380952381,0.19195851781663212
35,MFP,0.5,962c7b10-5a52-11ef-9242-beb3bfa57af2,4,0.38095238095238093,0.4727302483972996,0.5238095238095238,0.27492869961410754
36,MFP,0.5,9675c13a-5a52-11ef-9242-beb3bfa57af2,4,0.32142857142857145,0.3528012731455499,0.5357142857142857,0.3191423692521127
37,MFP,0.5,96b86288-5a52-11ef-9242-beb3bfa57af2,4,0.32142857142857145,0.28720871357022915,0.5357142857142857,0.3757079485252262
38,MFP,0.5,96fc04c0-5a52-11ef-9242-beb3bfa57af2,4,0.44047619047619047,0.06904885691198477,0.5119047619047619,0.5364633211467044
39,MFP,0.5,974015ac-5a52-11ef-9242-beb3bfa57af2,4,0.35714285714285715,0.2708547330606928,0.5,0.46737878934398275
40,MFP,0.5,978b0062-5a52-11ef-9242-beb3bfa57af2,4,0.38095238095238093,0.5847529809475025,0.5238095238095238,0.20203050891044214
41,MFP,0.5,97cf9f60-5a52-11ef-9242-beb3bfa57af2,4,0.5,0.24959091814845324,0.5,0.4087108949074201
42,MFP,0.5,9818f8ea-5a52-11ef-9242-beb3bfa57af2,4,0.44047619047619047,0.31236506998040436,0.5119047619047619,0.37166252298311414
43,MFP,0.5,985ffcae-5a52-11ef-9242-beb3bfa57af2,4,0.4166666666666667,0.439710678208899,0.4880952380952381,0.3191423692521127
44,MFP,0.5,98c5c6a6-5a52-11ef-9242-beb3bfa57af2,4,0.42857142857142855,0.5266507842661187,0.5,0.038880789567986955
45,MFP,0.5,990c5882-5a52-11ef-9242-beb3bfa57af2,4,0.44047619047619047,0.4948527549440103,0.5119047619047619,0.15733513969523025
46,MFP,0.5,99564afa-5a52-11ef-9242-beb3bfa57af2,4,0.5,-0.0,0.5,0.5773502691896257
47,MFP,0.5,999cdf06-5a52-11ef-9242-beb3bfa57af2,4,0.38095238095238093,0.33617459378992826,0.5238095238095238,0.3868589716493314
48,MFP,0.5,99e82b5a-5a52-11ef-9242-beb3bfa57af2,4,0.5,0.396240625180289,0.5,0.19245008972987523
49,MFP,0.5,9a2ada36-5a52-11ef-9242-beb3bfa57af2,4,0.38095238095238093,0.1134290847967362,0.5238095238095238,0.49639669114640916
50,MFP,0.5,9a79e3ec-5a52-11ef-9242-beb3bfa57af2,4,0.5,0.396240625180289,0.5,0.33333333333333337
51,MFP,0.5,9acea3a0-5a52-11ef-9242-beb3bfa57af2,4,0.4166666666666667,0.3361745937899282,0.4880952380952381,0.4283509132861471
52,MFP,0.5,9b13bab2-5a52-11ef-9242-beb3bfa57af2,4,0.36904761904761907,0.5028412604565948,0.5119047619047619,0.2560677111889155
53,MFP,0.5,9b5eb4c2-5a52-11ef-9242-beb3bfa57af2,4,0.20238095238095238,0.3200049933578895,0.5595238095238095,0.3463992514729396
54,MFP,0.5,9bb5d11c-5a52-11ef-9242-beb3bfa57af2,4,0.20238095238095238,0.5218130228784199,0.5595238095238095,0.21778448784146417
55,MFP,0.5,9c007924-5a52-11ef-9242-beb3bfa57af2,4,0.42857142857142855,0.2708547330606928,0.5,0.4416008807378906
56,MFP,0.5,9c48b1d0-5a52-11ef-9242-beb3bfa57af2,4,0.44047619047619047,0.20452399824276601,0.5119047619047619,0.4540487219170731
57,MFP,0.5,9c8bc89e-5a52-11ef-9242-beb3bfa57af2,4,0.44047619047619047,0.06904885691198477,0.5119047619047619,0.5364633211467044
58,MFP,0.5,9cce5808-5a52-11ef-9242-beb3bfa57af2,4,0.5,-0.0,0.5,0.5773502691896257
59,MFP,0.5,9d17874e-5a52-11ef-9242-beb3bfa57af2,4,0.30952380952380953,0.2708547330606928,0.5238095238095238,0.4689932286569573
60,MFP,0.5,9d5e913e-5a52-11ef-9242-beb3bfa57af2,4,0.44047619047619047,0.06904885691198477,0.5119047619047619,0.5364633211467044
61,MFP,0.5,9db330a4-5a52-11ef-9242-beb3bfa57af2,4,0.5,0.24959091814845324,0.5,0.4087108949074201
62,MFP,0.5,9dfebf06-5a52-11ef-9242-beb3bfa57af2,4,0.38095238095238093,0.3629769037678516,0.5238095238095238,0.3520805240129974
63,MFP,0.5,9e42f018-5a52-11ef-9242-beb3bfa57af2,4,0.5,-0.0,0.5,0.5773502691896257
64,MFP,0.5,9e85953a-5a52-11ef-9242-beb3bfa57af2,4,0.38095238095238093,0.5400940532747275,0.5238095238095238,0.18646571626144015
65,MFP,0.5,9ec8b568-5a52-11ef-9242-beb3bfa57af2,4,0.32142857142857145,0.41590115439937514,0.5357142857142857,0.3191423692521127
66,MFP,0.5,9f18e5d8-5a52-11ef-9242-beb3bfa57af2,4,0.30952380952380953,0.5604453145193309,0.5238095238095238,0.22165460386934824
67,MFP,0.5,9f5df510-5a52-11ef-9242-beb3bfa57af2,4,0.44047619047619047,0.36297690376785163,0.5119047619047619,0.33077247593928105
68,MFP,0.5,9fa28d10-5a52-11ef-9242-beb3bfa57af2,4,0.32142857142857145,0.49800349906889607,0.5357142857142857,0.22795883518008048
69,MFP,0.5,9fe54e0c-5a52-11ef-9242-beb3bfa57af2,4,0.36904761904761907,0.5441588198258709,0.5119047619047619,0.15733513969523025
70,MFP,0.5,a026c5b2-5a52-11ef-9242-beb3bfa57af2,4,0.44047619047619047,0.3071440950072229,0.5119047619047619,0.3895362283113659
71,MFP,0.5,a07407b4-5a52-11ef-9242-beb3bfa57af2,4,0.5,0.24959091814845324,0.5,0.4087108949074201
72,MFP,0.5,a0c97dc0-5a52-11ef-9242-beb3bfa57af2,4,0.44047619047619047,0.49197686303703214,0.5119047619047619,0.16666666666666669
73,MFP,0.5,a10cf848-5a52-11ef-9242-beb3bfa57af2,4,0.5,-0.0,0.5,0.5773502691896257
74,MFP,0.5,a15c6e28-5a52-11ef-9242-beb3bfa57af2,4,0.44047619047619047,0.20452399824276601,0.5119047619047619,0.4540487219170731
75,MFP,0.5,a1a3be5e-5a52-11ef-9242-beb3bfa57af2,4,0.3333333333333333,0.6265360167132994,0.47619047619047616,0.19440394783993475
76,MFP,0.5,a1e7031c-5a52-11ef-9242-beb3bfa57af2,4,0.30952380952380953,0.4777732088395211,0.5238095238095238,0.2817180849095055
77,MFP,0.5,a22a80b0-5a52-11ef-9242-beb3bfa57af2,4,0.30952380952380953,0.5293360519944836,0.5238095238095238,0.3678295309922688
78,MFP,0.5,a26c5dfa-5a52-11ef-9242-beb3bfa57af2,4,0.44047619047619047,0.13723860860626003,0.5119047619047619,0.48151781943230193
79,MFP,0.5,a2af916a-5a52-11ef-9242-beb3bfa57af2,4,0.42857142857142855,0.5882112435124229,0.5,0.038880789567986955
80,MFP,0.5,a2f81020-5a52-11ef-9242-beb3bfa57af2,4,0.38095238095238093,0.42511120077825193,0.5238095238095238,0.29354352395090366
81,MFP,0.5,a33bbeec-5a52-11ef-9242-beb3bfa57af2,4,0.38095238095238093,0.626843535153334,0.5238095238095238,0.19440394783993475
82,MFP,0.5,a37e82c2-5a52-11ef-9242-beb3bfa57af2,4,0.38095238095238093,0.631183153922385,0.5238095238095238,0.16947743257192557
83,MFP,0.5,a3c364fa-5a52-11ef-9242-beb3bfa57af2,4,0.44047619047619047,0.27085473306069285,0.5119047619047619,0.42658268731354565
84,MFP,0.5,a40577aa-5a52-11ef-9242-beb3bfa57af2,4,0.32142857142857145,0.5604453145193309,0.5357142857142857,0.2893289862469553
85,MFP,0.5,a4492464-5a52-11ef-9242-beb3bfa57af2,4,0.5,-0.0,0.5,0.5773502691896257
86,MFP,0.5,a4979a68-5a52-11ef-9242-beb3bfa57af2,4,0.5,0.4988091601275785,0.5,0.19633836312465053
87,MFP,0.5,a4e5514a-5a52-11ef-9242-beb3bfa57af2,4,0.44047619047619047,0.44554669006214964,0.5119047619047619,0.21072885789447227
88,MFP,0.5,a529208c-5a52-11ef-9242-beb3bfa57af2,4,0.44047619047619047,0.30714409500722284,0.5119047619047619,0.3895362283113659
89,MFP,0.5,a57c57f2-5a52-11ef-9242-beb3bfa57af2,4,0.42857142857142855,0.3629769037678516,0.5,0.038880789567986955
90,MFP,0.5,a5ea0b3a-5a52-11ef-9242-beb3bfa57af2,4,0.35714285714285715,0.7038005999951216,0.5,0.13746434980705377
91,MFP,0.5,a631b246-5a52-11ef-9242-beb3bfa57af2,4,0.4166666666666667,0.47273024839729955,0.4880952380952381,0.3330497660056712
92,MFP,0.5,a6780aa2-5a52-11ef-9242-beb3bfa57af2,4,0.44047619047619047,0.36297690376785163,0.5119047619047619,0.3330497660056712
93,MFP,0.5,a6c0ef4c-5a52-11ef-9242-beb3bfa57af2,4,0.32142857142857145,0.3950001887189565,0.5357142857142857,0.3330497660056712
94,MFP,0.5,a70636a6-5a52-11ef-9242-beb3bfa57af2,4,0.44047619047619047,0.13723860860626003,0.5119047619047619,0.481517819432302
95,MFP,0.5,a74b5e84-5a52-11ef-9242-beb3bfa57af2,4,0.38095238095238093,0.22323568544164518,0.5238095238095238,0.4416008807378906
96,MFP,0.5,a7a4a444-5a52-11ef-9242-beb3bfa57af2,4,0.44047619047619047,0.13723860860626003,0.5119047619047619,0.48151781943230193
97,MFP,0.5,a7ef433c-5a52-11ef-9242-beb3bfa57af2,4,0.44047619047619047,0.3361745937899282,0.5119047619047619,0.401009685608247
98,MFP,0.5,a83b04a2-5a52-11ef-9242-beb3bfa57af2,4,0.36904761904761907,0.39308791582714697,0.5119047619047619,0.33531159006789857
99,MFP,0.5,a87ee942-5a52-11ef-9242-beb3bfa57af2,4,0.44047619047619047,0.2708547330606928,0.5119047619047619,0.4283509132861471
